#Voltage(V),Current(A)
-8.664300000000082, -5.1212509788e-08
-8.664200000000083, -4.9886150322e-08
-8.664100000000083, -4.8970516531e-08
-8.664000000000083, -4.920847374e-08
-8.663900000000083, -5.1302219362e-08
-8.663800000000084, -5.0416161912e-08
-8.663700000000084, -5.0042505251e-08
-8.663600000000084, -4.9861974105e-08
-8.663500000000084, -4.9101043231e-08
-8.663400000000085, -4.8357051696e-08
-8.663300000000085, -4.8857309309e-08
-8.663200000000085, -4.7742528153e-08
-8.663100000000085, -4.6713971358e-08
-8.663000000000086, -4.7857955821e-08
-8.662900000000086, -4.7967098737e-08
-8.662800000000086, -4.7636387279e-08
-8.662700000000086, -4.5858620012e-08
-8.662600000000086, -4.4841346636e-08
-8.662500000000087, -4.6782570706e-08
-8.662400000000087, -4.7019018012e-08
-8.662300000000087, -4.6408864307e-08
-8.662200000000087, -4.526427233e-08
-8.662100000000088, -4.4581650371e-08
-8.662000000000088, -4.4505011232e-08
-8.661900000000088, -4.3490487656e-08
-8.661800000000088, -4.4092100637e-08
-8.661700000000089, -4.351396754e-08
-8.661600000000089, -4.3143042916e-08
-8.661500000000089, -4.4023487078e-08
-8.66140000000009, -4.2823039337e-08
-8.66130000000009, -4.306468071e-08
-8.66120000000009, -4.2210622553e-08
-8.66110000000009, -4.1719061983e-08
-8.66100000000009, -4.1470837431e-08
-8.66090000000009, -4.3006259887e-08
-8.66080000000009, -4.2538939482e-08
-8.66070000000009, -4.0929204914e-08
-8.660600000000091, -4.1704453224e-08
-8.660500000000091, -4.2946371792e-08
-8.660400000000092, -4.3486178214e-08
-8.660300000000092, -4.2540683864e-08
-8.660200000000092, -4.1087936609e-08
-8.660100000000092, -4.1069231571e-08
-8.660000000000093, -3.9839843424e-08
-8.659900000000093, -4.0812377478e-08
-8.659800000000093, -4.0404501078e-08
-8.659700000000093, -3.9359999704e-08
-8.659600000000093, -4.0485872432e-08
-8.659500000000094, -3.999044651e-08
-8.659400000000094, -3.92575501e-08
-8.659300000000094, -3.9270194208e-08
-8.659200000000094, -3.7700480959e-08
-8.659100000000095, -3.8570735938e-08
-8.659000000000095, -3.7895887317e-08
-8.658900000000095, -3.8266058766e-08
-8.658800000000095, -3.8249130085e-08
-8.658700000000096, -3.7002966025e-08
-8.658600000000096, -3.6978391904e-08
-8.658500000000096, -3.7467124514e-08
-8.658400000000096, -3.7956255028e-08
-8.658300000000096, -3.8669615066e-08
-8.658200000000097, -3.6670716241e-08
-8.658100000000097, -3.6404056658e-08
-8.658000000000097, -3.642623625e-08
-8.657900000000097, -3.5450444358e-08
-8.657800000000098, -3.6207705278e-08
-8.657700000000098, -3.5384044139e-08
-8.657600000000098, -3.5884934135e-08
-8.657500000000098, -3.555090089e-08
-8.657400000000099, -3.5334064563e-08
-8.657300000000099, -3.5678464627e-08
-8.657200000000099, -3.6278546389e-08
-8.6571000000001, -3.6304960815e-08
-8.6570000000001, -3.6250469293e-08
-8.6569000000001, -3.5569286183e-08
-8.6568000000001, -3.47826834e-08
-8.6567000000001, -3.445209984e-08
-8.6566000000001, -3.4790520687e-08
-8.6565000000001, -3.4087413781e-08
-8.656400000000101, -3.3652572284e-08
-8.656300000000101, -3.3956268908e-08
-8.656200000000101, -3.2826889651e-08
-8.656100000000102, -3.2736767963e-08
-8.656000000000102, -3.2278723694e-08
-8.655900000000102, -3.1991632454e-08
-8.655800000000102, -3.2757597523e-08
-8.655700000000103, -3.2800656413e-08
-8.655600000000103, -3.1428982084e-08
-8.655500000000103, -3.2521448645e-08
-8.655400000000103, -3.3187070869e-08
-8.655300000000103, -3.2524802407e-08
-8.655200000000104, -3.1768603748e-08
-8.655100000000104, -3.1776199449e-08
-8.655000000000104, -3.1877490869e-08
-8.654900000000104, -3.2170394348e-08
-8.654800000000105, -3.1376423237e-08
-8.654700000000105, -3.1352069385e-08
-8.654600000000105, -3.1063184025e-08
-8.654500000000105, -3.2342548195e-08
-8.654400000000106, -3.1782175114e-08
-8.654300000000106, -3.2309650067e-08
-8.654200000000106, -3.0752381974e-08
-8.654100000000106, -3.0975030541e-08
-8.654000000000106, -3.1878901297e-08
-8.653900000000107, -3.1190769079e-08
-8.653800000000107, -3.2348726364e-08
-8.653700000000107, -3.1303624581e-08
-8.653600000000107, -3.1143418511e-08
-8.653500000000108, -3.0318531685e-08
-8.653400000000108, -2.9941805479e-08
-8.653300000000108, -3.0119654326e-08
-8.653200000000108, -2.8977698463e-08
-8.653100000000109, -2.9638517418e-08
-8.653000000000109, -2.9369362053e-08
-8.652900000000109, -2.9029559201e-08
-8.65280000000011, -2.9702908577e-08
-8.65270000000011, -2.9387846823e-08
-8.65260000000011, -2.9251676636e-08
-8.65250000000011, -2.8614348224e-08
-8.65240000000011, -2.843357727e-08
-8.65230000000011, -2.8573831301e-08
-8.65220000000011, -2.7379753575e-08
-8.652100000000111, -2.799847465e-08
-8.652000000000111, -2.7678638048e-08
-8.651900000000111, -2.7957101523e-08
-8.651800000000112, -2.8239421468e-08
-8.651700000000112, -2.8056193813e-08
-8.651600000000112, -2.7626022359e-08
-8.651500000000112, -2.735085225e-08
-8.651400000000113, -2.8241029071e-08
-8.651300000000113, -2.7999362828e-08
-8.651200000000113, -2.6663689923e-08
-8.651100000000113, -2.6690690547e-08
-8.651000000000113, -2.6324380897e-08
-8.650900000000114, -2.6572772427e-08
-8.650800000000114, -2.6828525179e-08
-8.650700000000114, -2.7017359017e-08
-8.650600000000114, -2.676203259e-08
-8.650500000000115, -2.6665810893e-08
-8.650400000000115, -2.6849372503e-08
-8.650300000000115, -2.714737235e-08
-8.650200000000115, -2.575477609e-08
-8.650100000000116, -2.5960625649e-08
-8.650000000000116, -2.5881037757e-08
-8.649900000000116, -2.5907823442e-08
-8.649800000000116, -2.5901734091e-08
-8.649700000000117, -2.5721581309e-08
-8.649600000000117, -2.5954417282e-08
-8.649500000000117, -2.5728322584e-08
-8.649400000000117, -2.6211706583e-08
-8.649300000000117, -2.5751969446e-08
-8.649200000000118, -2.5017262928e-08
-8.649100000000118, -2.5248350966e-08
-8.649000000000118, -2.4824069911e-08
-8.648900000000118, -2.5129581971e-08
-8.648800000000119, -2.5602698628e-08
-8.648700000000119, -2.519263731e-08
-8.648600000000119, -2.4569958512e-08
-8.64850000000012, -2.5223771516e-08
-8.64840000000012, -2.4740513638e-08
-8.64830000000012, -2.5044357699e-08
-8.64820000000012, -2.4636907625e-08
-8.64810000000012, -2.4691152234e-08
-8.64800000000012, -2.4103112395e-08
-8.64790000000012, -2.4135159649e-08
-8.647800000000121, -2.461444204e-08
-8.647700000000121, -2.3653171866e-08
-8.647600000000121, -2.4359554374e-08
-8.647500000000122, -2.4700943513e-08
-8.647400000000122, -2.3899310975e-08
-8.647300000000122, -2.3935239568e-08
-8.647200000000122, -2.3302805019e-08
-8.647100000000123, -2.3355031686e-08
-8.647000000000123, -2.379644215e-08
-8.646900000000123, -2.3369205238e-08
-8.646800000000123, -2.352640216e-08
-8.646700000000124, -2.2975710223e-08
-8.646600000000124, -2.3114569814e-08
-8.646500000000124, -2.2734990779e-08
-8.646400000000124, -2.261278631e-08
-8.646300000000124, -2.3395946513e-08
-8.646200000000125, -2.2555518342e-08
-8.646100000000125, -2.2095337116e-08
-8.646000000000125, -2.2265611577e-08
-8.645900000000125, -2.2446887016e-08
-8.645800000000126, -2.2162193858e-08
-8.645700000000126, -2.2364291752e-08
-8.645600000000126, -2.2201188443e-08
-8.645500000000126, -2.2065666627e-08
-8.645400000000127, -2.2019291279e-08
-8.645300000000127, -2.2315152393e-08
-8.645200000000127, -2.1457731592e-08
-8.645100000000127, -2.1863364452e-08
-8.645000000000127, -2.1813562512e-08
-8.644900000000128, -2.1770166114e-08
-8.644800000000128, -2.2025350432e-08
-8.644700000000128, -2.1351546309e-08
-8.644600000000128, -2.1730789612e-08
-8.644500000000129, -2.1249608295e-08
-8.644400000000129, -2.1480508039e-08
-8.644300000000129, -2.1251608473e-08
-8.64420000000013, -2.1159310748e-08
-8.64410000000013, -2.0888993646e-08
-8.64400000000013, -2.0534288936e-08
-8.64390000000013, -2.073719152e-08
-8.64380000000013, -2.0607213713e-08
-8.64370000000013, -2.0371997422e-08
-8.64360000000013, -2.0506204734e-08
-8.643500000000131, -2.0093803954e-08
-8.643400000000131, -2.0320916505e-08
-8.643300000000131, -2.0427297187e-08
-8.643200000000132, -1.9986652333e-08
-8.643100000000132, -1.9819935915e-08
-8.643000000000132, -1.9902749671e-08
-8.642900000000132, -1.9965142428e-08
-8.642800000000133, -1.9759928804e-08
-8.642700000000133, -1.9445787203e-08
-8.642600000000133, -1.9811782437e-08
-8.642500000000133, -1.9625495895e-08
-8.642400000000134, -1.9987959732e-08
-8.642300000000134, -1.9448702204e-08
-8.642200000000134, -1.9315125499e-08
-8.642100000000134, -1.9112126992e-08
-8.642000000000134, -1.9461559475e-08
-8.641900000000135, -1.9634486037e-08
-8.641800000000135, -1.9426579456e-08
-8.641700000000135, -1.918258441e-08
-8.641600000000135, -1.9506723348e-08
-8.641500000000136, -1.9418900266e-08
-8.641400000000136, -1.9740518553e-08
-8.641300000000136, -1.941405614e-08
-8.641200000000136, -1.9076445312e-08
-8.641100000000137, -1.8616448827e-08
-8.641000000000137, -1.8590883499e-08
-8.640900000000137, -1.8888433928e-08
-8.640800000000137, -1.9244295046e-08
-8.640700000000137, -1.8731951101e-08
-8.640600000000138, -1.8737273066e-08
-8.640500000000138, -1.857861065e-08
-8.640400000000138, -1.8607483554e-08
-8.640300000000138, -1.8546575831e-08
-8.640200000000139, -1.8180479344e-08
-8.640100000000139, -1.819504547e-08
-8.64000000000014, -1.7987744627e-08
-8.63990000000014, -1.8483079955e-08
-8.63980000000014, -1.8172082505e-08
-8.63970000000014, -1.7996924839e-08
