#Voltage(V),Current(A)
-8.117000000000322, -3.2235469849e-09
-8.116000000000323, -3.2242863934e-09
-8.115000000000324, -3.2257208016e-09
-8.114000000000324, -3.2204816591e-09
-8.113000000000325, -3.2187024157e-09
-8.112000000000325, -3.2187656984e-09
-8.111000000000326, -3.2165958785e-09
-8.110000000000326, -3.2160227814e-09
-8.109000000000327, -3.2136817651e-09
-8.108000000000327, -3.2129439109e-09
-8.107000000000328, -3.2124412019e-09
-8.106000000000328, -3.2088649515e-09
-8.105000000000329, -3.207149657e-09
-8.10400000000033, -3.2067908329e-09
-8.10300000000033, -3.2061220345e-09
-8.10200000000033, -3.2050453402e-09
-8.101000000000331, -3.2020879281e-09
-8.100000000000332, -3.2011679973e-09
-8.099000000000332, -3.2024347618e-09
-8.098000000000333, -3.199279508e-09
-8.097000000000333, -3.196715781e-09
-8.096000000000334, -3.1948250712e-09
-8.095000000000335, -3.1937072986e-09
-8.094000000000335, -3.1919522581e-09
-8.093000000000336, -3.1913072185e-09
-8.092000000000336, -3.1879923146e-09
-8.091000000000337, -3.1867271044e-09
-8.090000000000337, -3.1876028483e-09
-8.089000000000338, -3.1844342718e-09
-8.088000000000338, -3.1840459158e-09
-8.087000000000339, -3.1847822157e-09
-8.08600000000034, -3.1799358702e-09
-8.08500000000034, -3.1788409682e-09
-8.08400000000034, -3.1802775968e-09
-8.083000000000341, -3.1763882635e-09
-8.082000000000342, -3.1766032027e-09
-8.081000000000342, -3.1745970297e-09
-8.080000000000343, -3.1714164628e-09
-8.079000000000343, -3.1684543877e-09
-8.078000000000344, -3.1692601876e-09
-8.077000000000345, -3.1666744782e-09
-8.076000000000345, -3.1655966737e-09
-8.075000000000346, -3.1651377075e-09
-8.074000000000346, -3.1629234787e-09
-8.073000000000347, -3.1618960783e-09
-8.072000000000347, -3.1598781369e-09
-8.071000000000348, -3.1612825691e-09
-8.070000000000348, -3.1567908287e-09
-8.069000000000349, -3.1545126511e-09
-8.06800000000035, -3.1517020105e-09
-8.06700000000035, -3.150275818e-09
-8.06600000000035, -3.1518165855e-09
-8.065000000000351, -3.1489257868e-09
-8.064000000000352, -3.1485365426e-09
-8.063000000000352, -3.1474411966e-09
-8.062000000000353, -3.147627492e-09
-8.061000000000353, -3.1436735437e-09
-8.060000000000354, -3.1414360002e-09
-8.059000000000355, -3.1410982704e-09
-8.058000000000355, -3.1408744494e-09
-8.057000000000356, -3.1382296761e-09
-8.056000000000356, -3.1416671487e-09
-8.055000000000357, -3.1386955257e-09
-8.054000000000357, -3.1374605136e-09
-8.053000000000358, -3.1354592256e-09
-8.052000000000358, -3.1365845476e-09
-8.051000000000359, -3.1352045404e-09
-8.05000000000036, -3.1336915285e-09
-8.04900000000036, -3.1309970172e-09
-8.04800000000036, -3.130956161e-09
-8.047000000000361, -3.1321492067e-09
-8.046000000000362, -3.130065096e-09
-8.045000000000362, -3.1284352886e-09
-8.044000000000363, -3.1277476165e-09
-8.043000000000363, -3.1274902668e-09
-8.042000000000364, -3.1260123379e-09
-8.041000000000365, -3.1242881615e-09
-8.040000000000365, -3.123792558e-09
-8.039000000000366, -3.1223896801e-09
-8.038000000000366, -3.1249101085e-09
-8.037000000000367, -3.1207301188e-09
-8.036000000000367, -3.1210551921e-09
-8.035000000000368, -3.119914771e-09
-8.034000000000368, -3.1182278981e-09
-8.033000000000369, -3.1185578564e-09
-8.03200000000037, -3.1150331203e-09
-8.03100000000037, -3.1161524472e-09
-8.03000000000037, -3.1120954702e-09
-8.029000000000371, -3.1133011724e-09
-8.028000000000372, -3.1165412473e-09
-8.027000000000372, -3.1154110403e-09
-8.026000000000373, -3.1130928946e-09
-8.025000000000373, -3.1092315389e-09
-8.024000000000374, -3.1097941999e-09
-8.023000000000374, -3.1070408468e-09
-8.022000000000375, -3.1059035344e-09
-8.021000000000376, -3.1037665771e-09
-8.020000000000376, -3.1039664172e-09
-8.019000000000377, -3.1002485024e-09
-8.018000000000377, -3.1000677581e-09
-8.017000000000378, -3.099037027e-09
-8.016000000000378, -3.1010400914e-09
-8.015000000000379, -3.1004740997e-09
-8.01400000000038, -3.097847312e-09
-8.01300000000038, -3.0988611677e-09
-8.01200000000038, -3.093292289e-09
-8.011000000000381, -3.0942886031e-09
-8.010000000000382, -3.0906781578e-09
-8.009000000000382, -3.0902429504e-09
-8.008000000000383, -3.0877111978e-09
-8.007000000000383, -3.0871885048e-09
-8.006000000000384, -3.0902826964e-09
-8.005000000000384, -3.0886437852e-09
-8.004000000000385, -3.0877280732e-09
-8.003000000000386, -3.0872531198e-09
-8.002000000000386, -3.0856175393e-09
-8.001000000000387, -3.0859361733e-09
